periode_data,id_kel,nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,odp,proses_pemantauan,selesai_pemantauan,odp_meninggal,pdp,masih_dirawat,pulang_dan_sehat,pdp_meninggal,positif,dirawat,sembuh,meninggal,self_isolation,keterangan
202007,3101011003,DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTARA,PULAU HARAPAN,59,0,0,0,59,0,0,0,0,0,0,0,56,2
202007,3101011002,DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTARA,PULAU KELAPA,43,0,0,1,42,0,0,0,0,0,0,0,137,0
202007,3101011001,DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTARA,PULAU PANGGANG,50,0,0,1,49,0,0,0,0,0,0,0,128,1
202007,3101021003,DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU SELATAN,PULAU PARI,6,0,0,0,6,0,0,0,0,0,0,0,155,0
202007,3101021002,DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU SELATAN,PULAU TIDUNG,29,0,0,0,29,0,0,0,0,0,0,0,327,0
202007,3101021001,DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU SELATAN,PULAU UNTUNG JAWA,15,0,0,0,15,0,0,0,0,0,0,0,95,0
202007,3174071007,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PULO,25,0,0,1,24,0,0,0,0,1,0,1,83,0
202007,3175021001,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,97,4,1,2,90,0,0,0,0,8,0,8,273,33
202007,3175061005,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,PULO GEBANG,115,5,3,2,105,0,0,0,0,4,0,4,365,46
202007,3174041004,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,170,6,0,2,162,1,0,0,1,1,0,1,191,81
202007,3175091005,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,RAMBUTAN,88,4,1,1,82,1,0,0,1,1,0,1,240,7
202007,3172031006,DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,209,6,4,2,197,0,0,0,0,1,0,1,201,17
202007,3172031004,DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,148,6,3,1,138,0,0,0,0,2,0,2,172,14
202007,3174071005,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,26,0,1,2,23,0,0,0,0,0,0,0,52,0
202007,3173011003,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,61,2,0,2,57,0,0,0,0,3,0,3,177,12
202007,3175031004,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,17,1,0,1,15,0,0,0,0,0,0,0,33,3
202007,3174081003,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWA JATI,70,1,2,0,67,0,0,0,0,6,5,1,130,15
202007,3175061002,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,RAWA TERATE,24,0,1,0,23,0,0,0,0,2,0,2,118,3
202007,3175021005,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,87,8,2,0,77,0,0,0,0,2,0,2,294,33
202007,3171051003,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,242,13,4,2,223,0,0,0,0,3,0,3,516,35
202007,3173041010,DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,7,0,0,0,7,0,0,0,0,0,0,0,9,0
202007,3172041006,DKI JAKARTA,JAKARTA UTARA,CILINCING,ROROTAN,74,3,7,2,62,0,0,0,0,1,0,1,147,24
202007,3174071004,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,11,0,2,0,9,0,0,0,0,2,0,2,56,0
202007,3173061002,DKI JAKARTA,JAKARTA BARAT,KALI DERES,SEMANAN,133,0,6,3,124,0,0,0,0,1,0,1,393,70
202007,3172041007,DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,204,7,9,1,187,0,0,0,0,10,0,10,379,63
202007,3172041005,DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER TIMUR,114,7,10,1,96,0,0,0,0,2,1,1,167,14
202007,3174071006,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,22,0,0,0,22,0,0,0,0,9,0,9,115,13
202007,3171041001,DKI JAKARTA,JAKARTA PUSAT,SENEN,SENEN,85,6,19,0,60,0,0,0,0,5,3,2,489,193
202007,3171031004,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,151,2,16,2,131,0,0,0,0,2,0,2,193,29
202007,3174021001,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,28,1,0,0,27,0,0,0,0,3,0,3,86,3
202007,3175101005,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,SETU,72,1,2,0,69,0,0,0,0,1,0,1,65,11
202007,3173071002,DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,172,6,3,1,162,0,0,0,0,2,0,2,217,27
202007,3173081004,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,SRENGSENG,125,3,4,3,115,0,0,0,0,5,0,5,328,29
202007,3174091002,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,141,6,0,0,135,1,0,0,1,5,0,5,195,10
202007,3173051003,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,101,9,8,4,80,0,0,0,0,1,0,1,211,17
202007,3173051002,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,92,4,0,2,86,0,0,0,0,18,0,18,227,15
202007,3172041002,DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,190,0,6,2,182,0,0,0,0,5,0,5,323,97
202007,3171031007,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,117,4,3,1,109,0,0,0,0,4,0,4,130,13
202007,3172021004,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,76,0,2,0,74,0,0,0,0,6,2,4,210,53
202007,3172021006,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,344,6,7,1,330,0,0,0,0,17,0,17,877,28
202007,3172021002,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,282,6,12,6,258,0,0,0,0,4,0,4,586,49
202007,3175091004,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,55,3,1,1,50,0,0,0,0,7,1,6,555,3
202007,3173031001,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,84,1,2,0,81,0,0,0,0,0,0,0,145,10
202007,3173041001,DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,66,4,6,3,53,0,0,0,0,0,0,0,178,9
202007,3173041004,DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,115,7,4,2,102,0,0,0,0,4,0,4,99,10
202007,3171081004,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,161,16,4,3,138,1,0,0,1,1,0,1,283,21
202007,3173031004,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,TANGKI,85,3,3,1,78,0,0,0,0,2,1,1,139,15
202007,3174091005,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,139,4,2,1,132,0,0,0,0,1,0,1,116,2
202007,3173021005,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,108,4,10,1,93,0,0,0,0,18,1,17,223,24
202007,3173021002,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,89,5,1,0,83,0,0,0,0,20,1,19,194,18
202007,3172021001,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,136,7,5,6,118,0,0,0,0,9,1,8,219,12
202007,3174011002,DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET BARAT,115,5,1,0,109,0,0,0,0,7,0,7,277,21
202007,3174011001,DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET TIMUR,68,6,0,1,61,0,0,0,0,5,0,5,235,15
202007,3173061003,DKI JAKARTA,JAKARTA BARAT,KALI DERES,TEGAL ALUR,244,6,21,5,212,0,0,0,0,1,0,1,378,29
202007,3174031004,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,103,6,1,2,94,0,0,0,0,2,0,2,331,33
202007,3173021003,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,137,8,4,2,123,0,0,0,0,10,0,10,259,24
202007,3172031005,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU SELATAN,175,7,2,1,165,0,0,0,0,1,1,0,156,9
202007,3172031002,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,350,17,5,0,328,0,0,0,0,3,0,3,269,15
202007,3175061006,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,37,1,1,2,33,0,0,0,0,0,0,0,135,14
202007,3174101005,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,197,2,21,1,173,0,0,0,0,0,0,0,488,82
202007,3175011006,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,182,5,1,8,168,0,0,0,0,1,0,1,280,4
202007,3175011002,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,109,1,0,0,108,1,0,0,1,0,0,0,177,6
202007,3171031008,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,146,10,14,2,120,0,0,0,0,2,1,1,140,27
202007,3172021007,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,105,1,4,2,98,0,0,0,0,4,0,4,238,36
202007,3173021007,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,139,4,12,2,121,0,0,0,0,2,1,1,325,57
202007,3175021003,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,CIPINANG,59,4,1,2,52,0,0,0,0,3,0,3,245,24
202007,3175031007,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,60,1,3,1,55,0,0,0,0,1,0,1,108,8
202007,3175031008,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,47,3,1,0,43,0,0,0,0,3,0,3,240,23
202007,3175031005,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,66,4,0,2,60,0,0,0,0,1,0,1,72,7
202007,3175081005,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,69,4,3,2,60,0,0,0,0,2,0,2,173,24
202007,3175031006,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,89,6,1,1,81,0,0,0,0,3,0,3,193,11
202007,3174051003,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,86,5,0,4,77,0,0,0,0,6,1,5,304,20
202007,3175091001,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIRACAS,177,9,6,9,153,0,0,0,0,13,4,9,508,64
202007,3175041003,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,DUKUH,85,8,3,1,73,0,0,0,0,1,0,1,126,25
202007,3175071001,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,312,11,7,2,292,2,0,0,2,1,0,1,210,22
202007,3174081004,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,DUREN TIGA,84,0,1,0,83,0,0,0,0,0,0,0,189,7
202007,3173051005,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,DURI KEPA,145,9,2,2,132,0,0,0,0,7,0,7,509,12
202007,3173011002,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,131,5,2,3,121,0,0,0,0,3,0,3,309,19
202007,3171011006,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,DURI PULO,47,5,0,3,39,0,0,0,0,0,0,0,105,5
202007,3173041011,DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI SELATAN,35,6,0,1,28,0,0,0,0,1,0,1,45,0
202007,3173041003,DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI UTARA,77,3,6,2,66,0,0,0,0,1,0,1,68,4
202007,3171081003,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,GALUR,40,2,0,0,38,0,0,0,0,2,0,2,161,19
202007,3171011001,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,GAMBIR,28,0,0,0,28,0,0,0,0,17,0,17,98,3
202007,3174061004,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,56,1,2,0,53,1,0,0,1,20,0,20,119,28
202007,3174071009,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,100,8,0,1,91,0,0,0,0,1,0,1,266,38
202007,3175051001,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,GEDONG,253,30,0,0,223,0,0,0,0,0,0,0,105,12
202007,3174031005,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,39,1,0,1,37,0,0,0,0,0,0,0,247,40
202007,3174021008,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,62,0,0,1,61,0,0,0,0,17,0,17,44,2
202007,3171041005,DKI JAKARTA,JAKARTA PUSAT,SENEN,KWITANG,126,2,11,0,113,1,0,0,1,2,0,2,255,9
202007,3172031003,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,231,9,1,1,220,0,0,0,0,3,0,3,181,13
202007,3174061002,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,129,6,2,2,119,0,0,0,0,27,0,27,254,8
202007,3174091004,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,207,6,1,0,200,0,0,0,0,3,0,3,133,9
202007,LUAR DKI JAKARTA,LUAR DKI JAKARTA,LUAR DKI JAKARTA,LUAR DKI JAKARTA,LUAR DKI JAKARTA,10390,333,127,93,9837,11,0,1,10,276,15,261,12048,1079
202007,3175101007,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,164,4,0,3,157,0,0,0,0,3,0,3,263,37
202007,3175081001,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,MAKASAR,71,7,0,1,63,0,0,0,0,4,0,4,252,70
202007,3175071006,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,140,7,2,2,129,0,0,0,0,2,0,2,148,11
202007,3175071005,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,131,3,9,1,118,0,0,0,0,0,0,0,87,11
202007,3174031001,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,70,1,0,2,67,0,0,0,0,0,0,0,333,47
202007,3173031005,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,37,0,8,1,28,0,0,0,0,0,0,0,64,7
202007,3171021005,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,95,13,1,1,80,0,0,0,0,1,0,1,181,25
202007,3174011007,DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI,72,3,0,0,69,0,0,0,0,4,0,4,207,26
202007,3174011006,DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,51,1,5,2,43,0,0,0,0,6,0,6,222,23
202007,3173031003,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MAPHAR,84,2,1,1,80,0,0,0,0,5,0,5,138,11
202007,3172041003,DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,77,5,12,0,60,0,0,0,0,0,0,0,89,12
202007,3174071001,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,8,0,0,0,8,0,0,0,0,1,0,1,21,7
202007,3171061001,DKI JAKARTA,JAKARTA PUSAT,MENTENG,MENTENG,90,3,1,2,84,1,0,0,1,1,0,1,286,37
202007,3174021005,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,126,4,15,3,104,0,0,0,0,33,2,31,544,128
202007,3174011003,DKI JAKARTA,JAKARTA SELATAN,TEBET,MENTENG DALAM,117,7,4,4,102,0,0,0,0,11,0,11,275,23
202007,3173081003,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,76,2,3,1,70,0,0,0,0,2,0,2,142,23
202007,3173081002,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,89,2,4,6,77,0,0,0,0,3,0,3,166,23
202007,3175101004,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,MUNJUL,73,2,5,0,66,0,0,0,0,2,0,2,69,10
